Job Title,Company Name,Location,Job Description,Salary Estimate,SQL,Python,Power_BI,Tableau,Excel
Data Scientist,TechCorp Solutions,"Bengaluru, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$40K-$153K (Glassdoor est.),0,0,0,0,0
Data Scientist,DataMetrics Inc,"Pune, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$69K-$137K (Glassdoor est.),1,1,0,1,1
Data Scientist,TechCorp Solutions,"Hyderabad, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$93K-$166K (Glassdoor est.),1,0,1,0,0
Data Scientist,RetailPulse Systems,"Mumbai, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$87K-$134K (Glassdoor est.),1,1,0,0,1
Data Engineer,DataMetrics Inc,"Mumbai, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$75K-$171K (Glassdoor est.),1,1,0,1,1
Business Analyst,RetailPulse Systems,"Mumbai, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$71K-$188K (Glassdoor est.),1,1,0,1,1
Business Analyst,RetailPulse Systems,"Mumbai, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$62K-$157K (Glassdoor est.),1,1,0,0,1
Data Engineer,Global Health Analytics,"Pune, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$60K-$156K (Glassdoor est.),1,1,0,1,1
Data Analyst,DataMetrics Inc,"Mumbai, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$89K-$186K (Glassdoor est.),1,1,0,1,1
Data Scientist,Fintech Innovations,"Mumbai, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$116K-$187K (Glassdoor est.),1,1,0,1,1
Data Analyst,DataMetrics Inc,"Bengaluru, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$113K-$174K (Glassdoor est.),1,1,0,0,1
Business Analyst,TechCorp Solutions,"Pune, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$50K-$167K (Glassdoor est.),0,0,0,0,0
Junior Data Analyst,Global Health Analytics,"Delhi NCR, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$64K-$187K (Glassdoor est.),1,0,1,0,0
Data Analyst,RetailPulse Systems,"Mumbai, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$43K-$183K (Glassdoor est.),0,0,0,0,0
Business Analyst,TechCorp Solutions,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$100K-$155K (Glassdoor est.),1,1,1,0,0
Data Scientist,Fintech Innovations,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$101K-$142K (Glassdoor est.),1,1,1,0,0
Business Analyst,DataMetrics Inc,"Bengaluru, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$105K-$171K (Glassdoor est.),1,1,1,0,0
Business Analyst,RetailPulse Systems,"Mumbai, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$91K-$178K (Glassdoor est.),1,0,1,0,0
Data Analyst,RetailPulse Systems,"Hyderabad, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$91K-$154K (Glassdoor est.),1,1,0,0,1
Junior Data Analyst,TechCorp Solutions,"Pune, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$108K-$137K (Glassdoor est.),1,1,0,1,1
Data Engineer,TechCorp Solutions,"Hyderabad, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$95K-$150K (Glassdoor est.),1,1,0,0,1
Data Engineer,RetailPulse Systems,"Pune, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$74K-$149K (Glassdoor est.),0,0,0,0,0
Data Engineer,Global Health Analytics,"Delhi NCR, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$71K-$174K (Glassdoor est.),0,0,0,0,0
Data Scientist,Fintech Innovations,"Bengaluru, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$105K-$152K (Glassdoor est.),1,1,0,1,1
Business Analyst,DataMetrics Inc,"Hyderabad, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$97K-$155K (Glassdoor est.),1,1,0,0,1
Data Analyst,DataMetrics Inc,"Mumbai, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$74K-$149K (Glassdoor est.),1,0,1,0,0
Data Analyst,Fintech Innovations,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$74K-$145K (Glassdoor est.),1,1,1,0,0
Data Analyst,Fintech Innovations,"Bengaluru, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$84K-$151K (Glassdoor est.),1,1,0,1,1
Data Engineer,RetailPulse Systems,"Hyderabad, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$61K-$132K (Glassdoor est.),1,0,1,0,0
Data Scientist,Fintech Innovations,"Delhi NCR, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$66K-$175K (Glassdoor est.),1,0,1,0,0
Business Analyst,DataMetrics Inc,"Pune, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$98K-$136K (Glassdoor est.),1,1,0,0,1
Data Engineer,DataMetrics Inc,"Pune, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$106K-$149K (Glassdoor est.),1,1,1,0,0
Business Analyst,TechCorp Solutions,"Pune, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$87K-$141K (Glassdoor est.),0,0,0,0,0
Junior Data Analyst,RetailPulse Systems,"Delhi NCR, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$52K-$183K (Glassdoor est.),1,1,1,0,0
Data Engineer,TechCorp Solutions,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$55K-$160K (Glassdoor est.),1,1,0,1,1
Business Analyst,RetailPulse Systems,"Delhi NCR, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$62K-$153K (Glassdoor est.),1,1,1,0,0
Data Scientist,TechCorp Solutions,"Delhi NCR, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$42K-$178K (Glassdoor est.),1,1,0,0,1
Junior Data Analyst,RetailPulse Systems,"Delhi NCR, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$115K-$151K (Glassdoor est.),1,1,0,0,1
Data Analyst,TechCorp Solutions,"Bengaluru, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$64K-$134K (Glassdoor est.),1,1,0,1,1
Business Analyst,RetailPulse Systems,"Mumbai, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$117K-$133K (Glassdoor est.),0,0,0,0,0
Data Scientist,Global Health Analytics,"Bengaluru, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$53K-$174K (Glassdoor est.),1,1,0,1,1
Data Engineer,DataMetrics Inc,"Hyderabad, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$52K-$175K (Glassdoor est.),1,1,0,0,1
Junior Data Analyst,Fintech Innovations,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$114K-$143K (Glassdoor est.),1,1,1,0,0
Junior Data Analyst,RetailPulse Systems,"Mumbai, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$70K-$189K (Glassdoor est.),1,1,0,1,1
Data Analyst,RetailPulse Systems,"Delhi NCR, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$55K-$185K (Glassdoor est.),1,1,0,0,1
Data Scientist,DataMetrics Inc,"Hyderabad, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$113K-$182K (Glassdoor est.),1,0,1,0,0
Data Analyst,TechCorp Solutions,"Pune, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$103K-$177K (Glassdoor est.),1,1,1,0,0
Business Analyst,RetailPulse Systems,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$64K-$135K (Glassdoor est.),1,1,0,1,1
Business Analyst,DataMetrics Inc,"Hyderabad, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$70K-$142K (Glassdoor est.),0,0,0,0,0
Data Scientist,TechCorp Solutions,"Bengaluru, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$64K-$189K (Glassdoor est.),1,1,1,0,0
Business Analyst,Fintech Innovations,"Hyderabad, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$78K-$160K (Glassdoor est.),1,1,0,0,1
Data Analyst,Fintech Innovations,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$53K-$146K (Glassdoor est.),1,1,0,1,1
Data Analyst,RetailPulse Systems,"Bengaluru, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$79K-$169K (Glassdoor est.),1,1,0,0,1
Data Scientist,DataMetrics Inc,"Delhi NCR, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$61K-$144K (Glassdoor est.),1,1,0,0,1
Data Engineer,TechCorp Solutions,"Mumbai, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$89K-$153K (Glassdoor est.),1,0,1,0,0
Business Analyst,Fintech Innovations,"Delhi NCR, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$96K-$172K (Glassdoor est.),0,0,0,0,0
Data Engineer,Fintech Innovations,"Delhi NCR, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$84K-$160K (Glassdoor est.),1,1,0,0,1
Data Scientist,Fintech Innovations,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$95K-$136K (Glassdoor est.),1,1,0,1,1
Data Engineer,Global Health Analytics,"Bengaluru, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$90K-$175K (Glassdoor est.),1,0,1,0,0
Data Analyst,Fintech Innovations,"Hyderabad, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$93K-$135K (Glassdoor est.),1,1,0,0,1
Data Engineer,RetailPulse Systems,"Pune, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$116K-$142K (Glassdoor est.),0,0,0,0,0
Data Engineer,RetailPulse Systems,"Hyderabad, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$115K-$135K (Glassdoor est.),0,0,0,0,0
Data Analyst,RetailPulse Systems,"Pune, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$95K-$132K (Glassdoor est.),1,1,1,0,0
Data Scientist,TechCorp Solutions,"Bengaluru, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$78K-$148K (Glassdoor est.),1,0,1,0,0
Junior Data Analyst,Fintech Innovations,"Mumbai, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$61K-$157K (Glassdoor est.),1,0,1,0,0
Data Scientist,RetailPulse Systems,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$43K-$147K (Glassdoor est.),1,1,0,1,1
Business Analyst,Global Health Analytics,"Bengaluru, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$112K-$148K (Glassdoor est.),1,1,1,0,0
Data Scientist,TechCorp Solutions,"Hyderabad, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$56K-$132K (Glassdoor est.),1,1,1,0,0
Data Engineer,RetailPulse Systems,"Bengaluru, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$55K-$167K (Glassdoor est.),0,0,0,0,0
Business Analyst,DataMetrics Inc,"Pune, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$118K-$153K (Glassdoor est.),1,0,1,0,0
Business Analyst,Fintech Innovations,"Mumbai, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$80K-$161K (Glassdoor est.),0,0,0,0,0
Data Scientist,RetailPulse Systems,"Mumbai, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$87K-$162K (Glassdoor est.),1,1,0,1,1
Data Scientist,Global Health Analytics,"Delhi NCR, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$57K-$184K (Glassdoor est.),1,0,1,0,0
Junior Data Analyst,RetailPulse Systems,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$118K-$161K (Glassdoor est.),1,1,0,1,1
Junior Data Analyst,Fintech Innovations,"Pune, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$109K-$175K (Glassdoor est.),1,0,1,0,0
Data Engineer,TechCorp Solutions,"Pune, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$105K-$168K (Glassdoor est.),1,1,0,0,1
Data Scientist,Fintech Innovations,"Delhi NCR, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$76K-$163K (Glassdoor est.),1,1,0,0,1
Data Scientist,DataMetrics Inc,"Pune, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$48K-$180K (Glassdoor est.),1,0,1,0,0
Data Engineer,TechCorp Solutions,"Delhi NCR, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$49K-$155K (Glassdoor est.),0,0,0,0,0
Data Analyst,TechCorp Solutions,"Pune, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$107K-$171K (Glassdoor est.),0,0,0,0,0
Data Analyst,Global Health Analytics,"Delhi NCR, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$80K-$148K (Glassdoor est.),1,1,0,1,1
Data Engineer,Global Health Analytics,"Pune, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$75K-$133K (Glassdoor est.),1,1,1,0,0
Data Analyst,Global Health Analytics,"Pune, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$74K-$183K (Glassdoor est.),1,0,1,0,0
Business Analyst,TechCorp Solutions,"Mumbai, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$119K-$151K (Glassdoor est.),1,1,0,0,1
Data Scientist,Fintech Innovations,"Bengaluru, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$64K-$138K (Glassdoor est.),0,0,0,0,0
Junior Data Analyst,TechCorp Solutions,"Pune, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$119K-$167K (Glassdoor est.),1,1,0,1,1
Data Analyst,RetailPulse Systems,"Bengaluru, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$97K-$166K (Glassdoor est.),1,0,1,0,0
Junior Data Analyst,DataMetrics Inc,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$75K-$140K (Glassdoor est.),1,1,0,1,1
Business Analyst,RetailPulse Systems,"Hyderabad, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$70K-$171K (Glassdoor est.),1,1,1,0,0
Junior Data Analyst,Fintech Innovations,"Hyderabad, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$59K-$159K (Glassdoor est.),1,1,0,0,1
Junior Data Analyst,Fintech Innovations,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$110K-$140K (Glassdoor est.),1,1,0,1,1
Data Scientist,RetailPulse Systems,"Delhi NCR, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$115K-$135K (Glassdoor est.),1,0,1,0,0
Data Analyst,RetailPulse Systems,"Bengaluru, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$73K-$138K (Glassdoor est.),1,1,0,0,1
Data Scientist,Fintech Innovations,"Hyderabad, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$103K-$141K (Glassdoor est.),1,1,1,0,0
Business Analyst,DataMetrics Inc,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$108K-$161K (Glassdoor est.),1,1,1,0,0
Data Scientist,DataMetrics Inc,"Bengaluru, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$69K-$149K (Glassdoor est.),1,1,1,0,0
Data Analyst,DataMetrics Inc,"Bengaluru, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$78K-$131K (Glassdoor est.),1,0,1,0,0
Business Analyst,Global Health Analytics,"Pune, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$65K-$167K (Glassdoor est.),1,1,0,1,1
Data Engineer,Global Health Analytics,"Delhi NCR, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$40K-$161K (Glassdoor est.),1,1,0,1,1
Data Scientist,RetailPulse Systems,"Mumbai, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$101K-$159K (Glassdoor est.),1,1,0,0,1
Business Analyst,DataMetrics Inc,"Hyderabad, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$88K-$168K (Glassdoor est.),1,0,1,0,0
Data Scientist,Global Health Analytics,"Bengaluru, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$55K-$157K (Glassdoor est.),1,1,0,1,1
Junior Data Analyst,RetailPulse Systems,"Pune, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$78K-$181K (Glassdoor est.),1,1,1,0,0
Data Analyst,Global Health Analytics,"Bengaluru, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$81K-$152K (Glassdoor est.),1,1,0,0,1
Business Analyst,RetailPulse Systems,"Delhi NCR, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$72K-$180K (Glassdoor est.),0,0,0,0,0
Data Engineer,RetailPulse Systems,"Delhi NCR, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$67K-$150K (Glassdoor est.),1,0,1,0,0
Business Analyst,Fintech Innovations,"Bengaluru, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$83K-$138K (Glassdoor est.),0,0,0,0,0
Data Scientist,Fintech Innovations,"Mumbai, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$108K-$173K (Glassdoor est.),1,0,1,0,0
Data Engineer,DataMetrics Inc,"Hyderabad, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$56K-$146K (Glassdoor est.),1,1,1,0,0
Data Scientist,DataMetrics Inc,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$81K-$156K (Glassdoor est.),1,1,0,1,1
Data Engineer,TechCorp Solutions,"Bengaluru, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$88K-$182K (Glassdoor est.),1,0,1,0,0
Data Engineer,DataMetrics Inc,"Mumbai, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$42K-$172K (Glassdoor est.),1,0,1,0,0
Data Engineer,TechCorp Solutions,"Hyderabad, India","Seeking a Junior Analyst who loves data cleaning. You will work with MySQL databases, perform EDA, and present visual business metrics using Power BI and DAX syntax.",$61K-$167K (Glassdoor est.),1,0,1,0,0
Junior Data Analyst,Global Health Analytics,"Hyderabad, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$111K-$152K (Glassdoor est.),1,1,0,0,1
Data Scientist,TechCorp Solutions,"Bengaluru, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$47K-$157K (Glassdoor est.),0,0,0,0,0
Junior Data Analyst,Global Health Analytics,"Hyderabad, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$47K-$135K (Glassdoor est.),1,1,0,1,1
Data Analyst,Fintech Innovations,"Bengaluru, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$74K-$160K (Glassdoor est.),1,1,0,0,1
Junior Data Analyst,Fintech Innovations,"Hyderabad, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$64K-$163K (Glassdoor est.),0,0,0,0,0
Data Scientist,TechCorp Solutions,"Mumbai, India",We are looking for a Data Analyst proficient in SQL and Python. Must have experience building dashboard systems in Power BI and working with Pandas libraries for predictive logic modeling.,$83K-$150K (Glassdoor est.),1,1,1,0,0
Data Engineer,TechCorp Solutions,"Bengaluru, India","Core requirements: Python, SQL, and Excel dashboard tracking. Experience in descriptive statistics and KPI metrics deployment is required for day to day corporate reporting.",$60K-$176K (Glassdoor est.),1,1,0,0,1
Data Analyst,RetailPulse Systems,"Delhi NCR, India","Join our data team! Required skills: Advanced Excel, Tableau visualization, and writing complex SQL queries. Knowledge of Python data preprocessing is a huge plus.",$72K-$182K (Glassdoor est.),1,1,0,1,1
Data Analyst,RetailPulse Systems,"Bengaluru, India","Data Scientist role requiring fundamental knowledge of AI/ML. Should be comfortable mining text, analyzing datasets with Pandas, and writing automated extraction scripts.",$99K-$160K (Glassdoor est.),0,0,0,0,0
